"jurisdiction","state","regime_type","permit_fee","renewal_cadence","ordinance_or_program_url","enforcement_vendor","notes","source_url","collected_on"
"Santa Fe","New Mexico","permit","$290","annually","https://library.municode.com/nm/santa_fe/codes/code_of_ordinances?nodeId=CH14LADE_ART14-11EN","Avenu","A permit costs $290 annually plus $100 to apply. Santa Fe caps short-term rental permits at 1,000 and holds residential hosts to 44 bookings a year. The 2026 rules, fees, taxes and enforcement, explained.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Santa-Fe-New-Mexico-guide","2026-09-03"
"Buffalo","New York","permit (primary-residence limited)","$400","annual","https://www.buffalony.gov/1805/Hotel-Occupancy-Tax-Law","","Buffalo requires every short-term rental to hold a Chapter 380 license from the Department of Permit and Inspection Services, costing $400 to $650 depending on whether you live on site. Buffalo short-term rental rules for 2026: the Chapter 380 license, current fees, zoning limits on non-owner rentals, and every tax layer that stacks on a stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Buffalo-New-York-guide","2026-09-03"
"Erie County","New York","license","","annually","https://dos.ny.gov/location/erie-county-planning-department","","Erie County short-term rental rules in 2026, from the county's 3% occupancy tax and Comptroller registration to how Buffalo, Amherst and Hamburg each differ.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Erie-County-New-York-Guide","2026-09-03"
"Hudson","New York","permit (primary-residence limited)","","annual","https://ecode360.com/32338902","","Hudson, New York only lets residents run short-term rentals. The 2026 rules, the 5% lodging tax, what registration costs, and how the city enforces it.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Hudson-New-York-Guide","2026-09-03"
"Ithaca","New York","permit (primary-residence limited)","$400","","https://ecode360.com/8390192","Granicus; Host Compliance","Ithaca short-term rental rules in 2026, including the $400 primary-residence permit, the new Tompkins County registration, and three stacked taxes. Ithaca short-term rental rules in 2026, including the $400 primary-residence permit, the new Tompkins County registration, and three stacked taxes.","https://www.bnbcalc.com/blog/short-term-rental-regulation/ithaca-new-york-guide","2026-09-03"
"Kingston","New York","permit","","annual","https://comptroller.ulstercountyny.gov/short-term-rental-occupancy-tax-collection-snapshot/","GovOS; Granicus; MUNIRevs","Kingston's 106-permit cap on whole-home Airbnbs is still full in 2026. Here's which of the three city permits is open, what it costs, and the tax stack.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Kingston-New-York-Guide","2026-09-03"
"New York County","New York","registration","","four-year","https://council.nyc.gov/districts/","","New York County is Manhattan, so New York City rules apply here. What is legal in 2026, what registration really costs, and the four tax charges on a stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/New-York-County-New-York-Guide","2026-09-03"
"Syracuse","New York","registration","","","https://onondaga.gov/finance/occupancy/","Deckard","Syracuse short-term rental rules for 2026, including the city's rental registry, Onondaga County's new STR tax and registration law, and real costs.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Syracuse-New-York-guide","2026-09-03"
"Woodstock","New York","permit (primary-residence limited)","","annual","https://comptroller.ulstercountyny.gov/wp-content/uploads/2025/08/Ulster-County-Occupancy-Tax-Audit-final.pdf","Granicus","Woodstock, New York short-term rental rules in 2026: the 2019 permit law, the town's annual permit cap and waiting list, the 12% tax stack, and who to call.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Woodstock-New-York-Guide","2026-09-03"
"Asheville","North Carolina","ban / prohibited","$200","annually","https://codelibrary.amlegal.com/codes/ashevillenc/latest/asheville_nc/0-0-0-8684","","A homestay permit costs $200. Asheville short-term rental rules in 2026, including why whole-house Airbnb is banned outside the Resort district and what a homestay permit costs.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Asheville-North-Carolina-guide","2026-09-03"
"Corolla","North Carolina","license","","annual","","","Corolla, North Carolina Short Term Rental Regulations Guide for Airbnb hosts Corolla, North Carolina Regulations > North Carolina > Corolla Want to see how Corolla compares to other top cities in North Carolina ? Explore all city regulations in North Carolina . → B Corolla , NC Generally Investor Friendly License support Talk to a local licensing expert Get connected with a short-term rental regul","https://strprofitmap.com/regulations/NC/corolla","2026-09-03"
"Durham County","North Carolina","license","","annual","https://dconc.gov/Public-Health/Environmental-Health","","Durham County short-term rental rules for 2026, why the city's rental program stops at the city line, and the two taxes every host in the county owes.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Durham-County-North-Carolina-Guide","2026-09-03"
"Jacksonville","North Carolina","unclear","","annual","https://jacksonvillenc.gov/168/Applications-Checklists","GovOS","Jacksonville, North Carolina bans rentals under 90 days in single-family homes. Here's the 2026 rulebook, the 10% tax stack, and the routes that stay legal.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Jacksonville-North-Carolina-guide","2026-09-03"
"Kill Devil Hills","North Carolina","license","","","","","Kill Devil Hills, North Carolina Short Term Rental Regulations Guide for Airbnb hosts Kill Devil Hills, North Carolina Regulations > North Carolina > Kill Devil Hills Want to see how Kill Devil Hills compares to other top cities in North Carolina ? Explore all city regulations in North Carolina . → B Kill Devil Hills , NC Generally Investor Friendly License support Talk to a local licensing expert","https://strprofitmap.com/regulations/NC/kill-devil-hills","2026-09-03"
"Nags Head","North Carolina","license","","annual","","","Nags Head, North Carolina Short Term Rental Regulations Guide for Airbnb hosts Nags Head, North Carolina Regulations > North Carolina > Nags Head Want to see how Nags Head compares to other top cities in North Carolina ? Explore all city regulations in North Carolina . → A Nags Head , NC Very Investor Friendly License support Talk to a local licensing expert Get connected with a short-term rental ","https://strprofitmap.com/regulations/NC/nags-head","2026-09-03"
"Fargo","North Dakota","permit","","annual","https://fargond.gov/city-government/departments/auditors/licensing-department/business-occupational-licensing","","Fargo short-term rental rules for 2026: no city license yet, but state, county and city taxes, plus a pending zoning rewrite, still apply to every host.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Fargo-North-Dakota-guide","2026-09-03"
"Akron","Ohio","license","$250","annual","https://codes.ohio.gov/ohio-revised-code/section-5739.01","","Akron's 2026 short-term rental rules, the $250 registration, the 5.5% excise tax, and what changed since the city's 2023 ordinance took effect. Akron's 2026 short-term rental rules, the $250 registration, the 5.5% excise tax, and what changed since the city's 2023 ordinance took effect.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Akron-Ohio-guide","2026-09-03"
"Canton","Ohio","license","","","https://codelibrary.amlegal.com/codes/canton/latest/canton_oh/0-0-0-13899","Avenu","Canton, Ohio short-term rental rules in 2026: the limited lodging zoning gate, the Chapter 759 license, and the lodging taxes no platform collects.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Canton-Ohio-guide","2026-09-03"
"Cuyahoga County","Ohio","license","$150","annually","https://codes.ohio.gov/ohio-constitution/section-18.3","GovOS; MUNIRevs","Cuyahoga County short-term rental rules in 2026: the 6.5% county bed tax, Cleveland's new $150 license and 10% density cap, and the suburbs that ban hosting. Cuyahoga County short-term rental rules in 2026: the 6.5% county bed tax, Cleveland's new $150 license and 10% density cap, and the suburbs that ban hosting.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Cuyahoga-County-Ohio-Guide","2026-09-03"
"Dayton","Ohio","permit","","annual","https://codes.ohio.gov/ohio-revised-code/section-5323.02","LTAS","Dayton, Ohio still has no short-term rental permit in 2026, but stacked lodging taxes, a state rental registry, and two pending bills change what hosts owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Dayton-Ohio-guide","2026-09-03"
"Franklin County","Ohio","permit","$75","annual","https://codes.ohio.gov/ohio-constitution/section-18.3","","Columbus licenses hosts at $75 to $150 a year and charges a 5.1% excise tax, while Dublin allows two weeks of short-term renting a year. Franklin County, Ohio short-term rental rules in 2026. The county issues no permit of its own, so Columbus, Dublin and the townships each set theirs.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Franklin-County-Ohio-Guide","2026-09-03"
"Hamilton County","Ohio","license","","","https://andersontownshipoh.gov/Portals/andersontownship/Documents/Departments/Planning-Zoning/Anderson%20Township%20Zoning%20Resoltuion%20Final.pdf","","Hamilton County, Ohio has no countywide Airbnb license in 2026, yet Cincinnati registers and taxes short-term rentals while Sharonville bans them outright.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Hamilton-County-Ohio-Guide","2026-09-03"
"Broken Arrow","Oklahoma","permit","","annual","https://brokenarrow.legistar.com/","","Broken Arrow, Oklahoma short-term rental rules for 2026, including license types, fees, taxes, the 2023 permit pause, and who to contact at City Hall.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Broken-Arrow-Oklahoma-guide","2026-09-03"
"Broken Bow","Oklahoma","license","","annual","","","Broken Bow, Oklahoma Short Term Rental Regulations Guide for Airbnb hosts Broken Bow, Oklahoma Regulations > Oklahoma > Broken Bow Want to see how Broken Bow compares to other top cities in Oklahoma ? Explore all city regulations in Oklahoma . → A Broken Bow , OK Very Investor Friendly License support Talk to a local licensing expert Get connected with a short-term rental regulations and licensing","https://strprofitmap.com/regulations/OK/broken-bow","2026-09-03"
"Edmond","Oklahoma","permit","","","https://edmond-ok.elaws.us/code/coor_title22_ch4_sec22.4.13","","Edmond, Oklahoma short-term rental rules for 2026, including why no permit exists, the 2024 lodging tax hike to 6%, and a zoning gap few hosts know about.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Edmond-Oklahoma-guide","2026-09-03"
"Beaverton","Oregon","permit","","annual","https://apps.oregon.gov/SOS/LicenseDirectory/LicenseDetail/1493","","Beaverton, Oregon short-term rental rules for 2026, including why the city has no STR ordinance, what the business license costs, and the tax layers hosts owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Beaverton-Oregon-guide","2026-09-03"
"Bend","Oregon","permit","","annual","https://bendoregon.gov/services/business/short-term-rentals/","","Bend, Oregon short-term rental rules for 2026: the land use permit, the 500-foot buffer, license fees, and the 10.4% room tax, from the city's own code.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Bend-Oregon-guide","2026-09-03"
"Clackamas County","Oregon","registration","","","https://dochub.clackamas.us/documents/drupal/06f843f3-eba8-489a-8a6e-e79998f8cfd9","","How short-term rentals work in unincorporated Clackamas County, Oregon in 2026: free registration, the taxes you collect, and the new permanent program.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Clackamas-County-Oregon-Guide","2026-09-03"
"Eugene","Oregon","permit","","annually","https://pdd.eugene-or.gov/businesslicenses/registershorttermrentals/searchshorttermrentals","Avenu","Eugene, Oregon short-term rental rules for 2026: free annual registration under Eugene Code 3.350, the 4.5% city lodging tax, and Oregon's tax layer above it.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Eugene-Oregon-guide","2026-09-03"
"Gresham","Oregon","registration","$175","annually","https://multco.us/info/multnomah-county-transient-lodging-tax","","Gresham allows short-term rentals under city registration, a Hosted Homeshare for $175 a year if you live there, or a Vacation Home Rental for $375 a year if you don't. Gresham, Oregon short-term rental rules for 2026, covering the two registration tracks, exact fees, the 8% city lodging tax, and who to contact before you list.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Gresham-Oregon-guide","2026-09-03"
"Portland","Oregon","permit (primary-residence limited)","","","https://multco.us/info/multnomah-county-transient-lodging-tax","Avenu","Portland, Oregon short-term rental rules in 2026, covering the 270-day residency rule, ASTR permit costs, tax layers, and why enforcement fines just went up.","https://www.bnbcalc.com/blog/short-term-rental-regulation/portland-oregon-guide","2026-09-03"
"Salem","Oregon","license","","annual","https://olis.oregonlegislature.gov/liz/2026R1/Downloads/MeasureDocument/HB4134/Enrolled","","Salem, Oregon short-term rental rules for 2026, including the two license types, the new Tourism Promotion fee, and what it costs to get licensed.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Salem-Oregon-guide","2026-09-03"
"Allegheny County","Pennsylvania","permit","","annually","https://alleghenycountytreasurer.us/special-tax/hotel-room-rental-tax/","","Allegheny County short-term rental rules in 2026: the 7% county hotel tax you have to register for, and why your municipality decides if you can host.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Allegheny-County-Pennsylvania-Guide","2026-09-03"
"Allentown","Pennsylvania","license","$75","annual","https://ecode360.com/36439201","","Allentown's 2026 short-term rental rules explained: no dedicated STR ordinance, the $75 rental license, three tax layers, and how strictly the city enforces it. Allentown's 2026 short-term rental rules explained: no dedicated STR ordinance, the $75 rental license, three tax layers, and how strictly the city enforces it.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Allentown-Pennsylvania-guide","2026-09-03"
"Bethlehem","Pennsylvania","license","","annual","https://www.bethlehem-pa.gov/CityOfBethlehem/media/DCED-Media-Library/HousingInspections/Forms/Fee_Schedule_Residential_Rental_Units.pdf","","Bethlehem, Pennsylvania short-term rental rules in 2026, why Article 1741 caps whole-home stays at 30 nights a year, license costs, taxes, and enforcement.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Bethlehem-Pennsylvania-guide","2026-09-03"
"Bucks County, Pennsylvania Short-Term Rental Regulation: A Guide For Airbnb Hosts","Pennsylvania","permit","","annual","https://mypath.pa.gov","Granicus; Host Compliance","How Bucks County short-term rental rules actually work in 2026, why the real gatekeeper is your township not the county, and the 5% lodging tax you owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Bucks-County-Pennsylvania-Guide","2026-09-03"
"Erie","Pennsylvania","license","","annually","https://cityof.erie.pa.us/2023/04/19/erie-city-council-approves-short-term-rental-ordinance-changes/","","Erie, Pennsylvania short-term rental rules for 2026: zoning districts, the STR license, $500,000 insurance rule, and the true state-plus-county tax rate.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Erie-Pennsylvania-guide","2026-09-03"
"Philadelphia","Pennsylvania","permit (primary-residence limited)","","annually","https://eclipse.phila.gov/","","Philadelphia's 2026 short-term rental rules explained: the two-tier licensing system, real fees, four tax layers, and how strictly the city enforces it all.","https://www.bnbcalc.com/blog/short-term-rental-regulation/philadelphia-pennsylvania-guide","2026-09-03"
"Philadelphia County","Pennsylvania","license","$150","annual","https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-266878","","If you live in the unit you need a Limited Lodging Operator License at $150 a year. Philadelphia County short-term rental rules for 2026: the two license paths, which zoning districts allow what, and the 15.5% in tax that comes off every stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Philadelphia-County-Pennsylvania-Guide","2026-09-03"
"Scranton","Pennsylvania","unclear","","","https://mypath.pa.gov","Avenu","Scranton, Pennsylvania short-term rental rules for 2026, covering the zoning special exception, owner-occupancy rule, and county and state lodging taxes.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Scranton-Pennsylvania-guide","2026-09-03"
"Stroudsburg","Pennsylvania","permit","$250","annual","https://ecode360.com/36610530","","R-1, R-2 and R-3 districts ban short-term rentals entirely, but the commercial, mixed-use and industrial districts allow them with a $250 license under Ordinance 1087, a zoning permit, and Pennsylvania's 6% hotel tax plu Stroudsburg, Pennsylvania short-term rental rules for 2026: which zoning districts allow Airbnb, license fees, Monroe County's hotel tax, and enforcement.","https://www.bnbcalc.com/blog/short-term-rental-regulation/stroudsburg-pennsylvania-guide","2026-09-03"
"Providence","Rhode Island","permit (primary-residence limited)","","annual","https://dbr.ri.gov/real-estate-and-commercial-licensing/short-term-rentals","Avenu","Providence, Rhode Island short-term rental rules for 2026, covering owner-occupied zoning districts, the temporary use permit, state registration, and tax rate.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Providence-Rhode-Island-guide","2026-09-03"
"Beaufort","South Carolina","permit","","","https://dor.sc.gov/businesses/apply-business-tax-account/licensing-retail-license","","Beaufort, South Carolina short-term rental rules for 2026, covering the city's new density caps, permit costs, taxes, and enforcement for Airbnb and Vrbo hosts.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Beaufort-South-Carolina-guide","2026-09-03"
"Charleston","South Carolina","permit (primary-residence limited)","$34","every year","https://dor.sc.gov/sales-use-tax-index/accommodations","","Permits cost $34 Charleston, SC short-term rental rules in 2026, including the owner-occupancy test, permit categories, taxes, and the fee schedule hosts actually pay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Charleston-South-Carolina-guide","2026-09-03"
"Greenville County","South Carolina","permit","","","https://dor.sc.gov/businesses/apply-business-tax-account/licensing-retail-license","","Greenville County short-term rental rules in 2026: why the unincorporated county still has no STR permit, the zoning gray zone, and every tax you owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Greenville-County-South-Carolina-Guide","2026-09-03"
"Hilton Head Island","South Carolina","license","$250","annually","","","Hilton Head Island, South Carolina Short Term Rental Regulations Guide for Airbnb hosts Hilton Head Island, South Carolina Regulations > South Carolina > Hilton Head Island Want to see how Hilton Head Island compares to other top cities in South Carolina ? Explore all city regulations in South Carolina . → C Hilton Head Island , SC Challenging To Investors License support Talk to a local licensing","https://strprofitmap.com/regulations/SC/hilton-head-island","2026-09-03"
"Myrtle Beach","South Carolina","license","","annually","","","Myrtle Beach, South Carolina Short Term Rental Regulations Guide for Airbnb hosts Myrtle Beach, South Carolina Regulations > South Carolina > Myrtle Beach Want to see how Myrtle Beach compares to other top cities in South Carolina ? Explore all city regulations in South Carolina . → C Myrtle Beach , SC Challenging To Investors License support Talk to a local licensing expert Get connected with a s","https://strprofitmap.com/regulations/SC/myrtle-beach","2026-09-03"
"Sioux Falls","South Dakota","permit","$50","annually","https://apps.sd.gov/rv23cedar/main/main.aspx","Avenu","Sioux Falls short-term rental rules for 2026: the city's $50 rental permit, occupancy and parking limits, every tax layer, and who to call before you list. Sioux Falls short-term rental rules for 2026: the city's $50 rental permit, occupancy and parking limits, every tax layer, and who to call before you list.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Sioux-Falls-South-Dakota-guide","2026-09-03"
"Chattanooga","Tennessee","unclear","$250","annual","https://chattanooga.gov/pay-and-apply/permits-applications/short-term-rental","Avenu","Chattanooga requires an annual Short-Term Vacation Rental certificate, $250 for an owner-occupied Homestay or $500 for a non-owner-occupied Absentee rental, and Absentee units are now confined almost entirely to commerci Chattanooga's 2026 short-term rental rules: the Homestay vs Absentee split, STVR certificate costs, zoning limits, and every tax layer hosts owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Chattanooga-Tennessee-guide","2026-09-03"
"Clarksville","Tennessee","permit","$150","","https://clarksvilletn.gov/DocumentCenter/View/5487/Ordinance-1-2020-21_2?bidId=","","Clarksville, Tennessee short-term rental rules for 2026, including the city's $150 permit, the new 2.75% hotel tax, and exactly who is exempt. Clarksville, Tennessee short-term rental rules for 2026, including the city's $150 permit, the new 2.75% hotel tax, and exactly who is exempt.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Clarksville-Tennessee-guide","2026-09-03"
"Davidson County","Tennessee","permit (primary-residence limited)","$313","annual","https://epermits.nashville.gov/","","Either needs a $313 annual permit and $1,000,000 liability insurance. Davidson County, Tennessee short-term rental rules for 2026: which Metro permit you qualify for, what it costs, and the taxes on every Nashville stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Davidson-County-Tennessee-Guide","2026-09-03"
"Franklin","Tennessee","permit (primary-residence limited)","$60","annually","https://web.franklintn.gov/FlippingBook/FranklinZoningOrdinance/12/","Avenu","Franklin, Tennessee short-term rental rules in 2026, including the January owner-occupancy rewrite, the 113-night cap, the $60 permit and every tax layer. Franklin, Tennessee short-term rental rules in 2026, including the January owner-occupancy rewrite, the 113-night cap, the $60 permit and every tax layer.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Franklin-Tennessee-guide","2026-09-03"
"Gatlinburg","Tennessee","license","","annual","","","Gatlinburg, Tennessee Short Term Rental Regulations Guide for Airbnb hosts Gatlinburg, Tennessee Regulations > Tennessee > Gatlinburg Want to see how Gatlinburg compares to other top cities in Tennessee ? Explore all city regulations in Tennessee . → B Gatlinburg , TN Generally Investor Friendly License support Talk to a local licensing expert Get connected with a short-term rental regulations and","https://strprofitmap.com/regulations/TN/gatlinburg","2026-09-03"
"Knoxville","Tennessee","permit (primary-residence limited)","","annually","https://www.tn.gov/revenue/e-file-and-pay/tntap-information.html","Host Compliance","Knoxville short-term rental rules for 2026, covering the Type 1 and Type 2 permits, the city's new 4% hotel tax, occupancy caps, and how enforcement works.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Knoxville-Tennessee-guide","2026-09-03"
"Memphis","Tennessee","permit","$75","annually","https://memphistn.gov/wp-content/uploads/2026/01/Hotel-Motel-Occupancy-Tax-2026.pdf","","Memphis short-term rental rules for 2026, the $75 city permit, five tax layers, and why the Council is now targeting the 90% who never registered. Memphis short-term rental rules for 2026, the $75 city permit, five tax layers, and why the Council is now targeting the 90% who never registered.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Memphis-Tennessee-guide","2026-09-03"
"Nashville","Tennessee","permit (primary-residence limited)","$313","annual","https://epermits.nashville.gov/","Avenu","Either path needs a $313 annual permit, $1,000,000 liability insurance, and combined taxes of about 16.75% per stay plus a nightly fee. Nashville, Tennessee short-term rental rules for 2026, including which permit you qualify for, what it costs, and every tax layered onto a stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/nashville-tennessee-guide","2026-09-03"
"Pigeon Forge","Tennessee","license","","annually","","","Pigeon Forge, Tennessee Short Term Rental Regulations Guide for Airbnb hosts Pigeon Forge, Tennessee Regulations > Tennessee > Pigeon Forge Want to see how Pigeon Forge compares to other top cities in Tennessee ? Explore all city regulations in Tennessee . → C Pigeon Forge , TN Challenging To Investors License support Talk to a local licensing expert Get connected with a short-term rental regulati","https://strprofitmap.com/regulations/TN/pigeon-forge","2026-09-03"
"Sevierville","Tennessee","license","","annual","","","Sevierville, Tennessee Short Term Rental Regulations Guide for Airbnb hosts Sevierville, Tennessee Regulations > Tennessee > Sevierville Want to see how Sevierville compares to other top cities in Tennessee ? Explore all city regulations in Tennessee . → B Sevierville , TN Generally Investor Friendly License support Talk to a local licensing expert Get connected with a short-term rental regulation","https://strprofitmap.com/regulations/TN/sevierville","2026-09-03"
"Allen","Texas","permit","$350","annual","https://comptroller.texas.gov/taxes/hotel/","GovOS; MUNIRevs","Allen, Texas short-term rental rules for 2026, including the $350 city permit, the 7% local hotel tax hosts must self-file, and occupancy limits. Allen, Texas short-term rental rules for 2026, including the $350 city permit, the 7% local hotel tax hosts must self-file, and occupancy limits.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Allen-Texas-guide","2026-09-03"
"Amarillo","Texas","permit","","annually","https://comptroller.texas.gov/taxes/hotel/faq.php","","Amarillo, Texas short-term rental rules for 2026: the tax registration that works like a license, the 15% combined tax rate, and who to call.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Amarillo-Texas-guide","2026-09-03"
"Austin","Texas","ban / prohibited","$836.30","annual","https://comptroller.texas.gov/taxes/hotel/","Deckard","You need an operator's license for each unit, which costs $836.30 and lasts two years. Austin short-term rental rules in 2026, including the October 2025 code rewrite, what a license costs, the 17% tax stack, and how platform delisting works.","https://www.bnbcalc.com/blog/short-term-rental-regulation/austin-texas-guide","2026-09-03"
"Baytown","Texas","permit","$350","annual","https://comptroller.texas.gov/taxes/hotel/","Avenu","Baytown replaced its case-by-case short-term rental permit with a citywide $350 registration in 2026. Baytown replaced its case-by-case short-term rental permit with a citywide $350 registration in 2026. Here's what changed for Airbnb and Vrbo hosts.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Baytown-Texas-guide","2026-09-03"
"Beaumont","Texas","permit","$185","annual","https://cityworks.beaumonttexas.gov/OnlineApplications/login","","Beaumont's brand-new 2026 short-term rental rules, including the $185 permit, the 15% combined tax, and the December 2025 ordinance that changed everything. Beaumont's brand-new 2026 short-term rental rules, including the $185 permit, the 15% combined tax, and the December 2025 ordinance that changed everything.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Beaumont-Texas-guide","2026-09-03"
"Bexar County","Texas","permit","","three-year","https://comptroller.texas.gov/taxes/franchise/","Avenu","Bexar County issues no STR permit in 2026, so your city writes the rules. San Antonio permit fees, the 1.75% county hotel tax, and who enforces what.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Bexar-County-Texas-Guide","2026-09-03"
"Brownsville","Texas","permit","$50","yearly","https://comptroller.texas.gov/taxes/franchise/","Granicus","Brownsville, Texas short-term rental rules in 2026, including the new city permit, the $50 fee, and every tax layer that stacks on top of a stay. Brownsville, Texas short-term rental rules in 2026, including the new city permit, the $50 fee, and every tax layer that stacks on top of a stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Brownsville-Texas-guide","2026-09-03"
"Bryan","Texas","permit","","annual","https://brazoscountytx.gov/144/Hotel-Occupancy-Tax","GovOS; MUNIRevs","Bryan, Texas short-term rental rules for 2026: no separate STR permit, just tax registration, plus the 15.75% combined rate and who actually collects it.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Bryan-Texas-guide","2026-09-03"
"Carrollton","Texas","license","","every year","https://carrolltontx.legistar.com/View.ashx?M=F&amp;ID=14976132&amp;GUID=A8934D08-44BB-42E8-8A0E-C12F9E813BA6&amp;G=4D98DA1A-7C6F-40AC-8A55-2E218592F2F3","","Carrollton, Texas closed its short-term rental market to new hosts in December 2025. What's still legal in 2026, the license rules, and the taxes.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Carrollton-Texas-guide","2026-09-03"
"College Station","Texas","permit","$100","annual","https://brazoscountytx.gov/144/Hotel-Occupancy-Tax","Avenu; Deckard","You need a $100 annual permit from Code Enforcement, a life-safety inspection, and you owe three stacked hotel taxes totaling 15.75 percent: 6 percent state, 7 percent city, and 2.75 percent Brazos County. College Station short-term rental rules for 2026: the citywide permit, life-safety inspection, three tax layers, and what Code Enforcement checks.","https://www.bnbcalc.com/blog/short-term-rental-regulation/College-Station-Texas-guide","2026-09-03"
"Collin County","Texas","permit","$300","annual","https://comptroller.texas.gov/economy/development/sales-tax/hotel.php","Avenu; GovOS","Collin County short-term rental rules in 2026, from McKinney's free registration and Frisco's $300 permit to Plano's zoning limits and Prosper's outright ban. Collin County short-term rental rules in 2026, from McKinney's free registration and Frisco's $300 permit to Plano's zoning limits and Prosper's outright ban.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Collin-County-Texas-Guide","2026-09-03"
"Dallas","Texas","no permit (tax registration only)","","every year","https://codelibrary.amlegal.com/codes/dallas/latest/dallas_tx/0-0-0-114035","MUNIRevs","Dallas short-term rental rules in 2026, including why both 2023 ordinances are frozen by court order, what the zoning code allows, and the 15% hotel tax.","https://www.bnbcalc.com/blog/short-term-rental-regulation/dallas-texas-guide","2026-09-03"
"Dallas County","Texas","permit","$404","annual","https://comptroller.texas.gov/economy/development/sales-tax/hotel.php","MUNIRevs","Dallas city's 2023 ban and its $404 registration have been blocked by a court injunction since December 2023. Dallas County short-term rental rules in 2026, including why the City of Dallas ban is still frozen by a court and what the suburbs now charge hosts.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Dallas-County-Texas-Guide","2026-09-03"
"Denton","Texas","registration","$100","annual","https://comptroller.texas.gov/taxes/hotel/","","Denton, Texas short-term rental rules for 2026, covering the $100 registration, the 1,000-permit cap, zoning limits, and the three tax layers hosts owe. Denton, Texas short-term rental rules for 2026, covering the $100 registration, the 1,000-permit cap, zoning limits, and the three tax layers hosts owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Denton-Texas-guide","2026-09-03"
"Denton County","Texas","permit","","annual","https://carrolltontx.legistar.com/View.ashx?M=F&amp;ID=14976132&amp;GUID=A8934D08-44BB-42E8-8A0E-C12F9E813BA6&amp;G=4D98DA1A-7C6F-40AC-8A55-2E218592F2F3","GovOS","Denton County short-term rental rules in 2026, including the county's 2% hotel tax, why there's no county permit, and the city rules that decide everything.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Denton-County-Texas-Guide","2026-09-03"
"Edinburg","Texas","permit","","","https://comptroller.texas.gov/economy/development/sales-tax/hotel.php","","Edinburg, Texas short-term rental rules for 2026: no dedicated STR permit found, what taxes apply, and what the city's own code says instead.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Edinburg-Texas-guide","2026-09-03"
